transcript_id,SRR1839791,SRR1839792,SRR1839793,SRR1839793,SRR1839794,SRR1839795,SRR1839796,SRR1839797,SRR1839798,SRR1839799,SRR1839800,SRR1839801,SRR1839802,SRR1839803,SRR1839804
NM_130439,1883,56,621,621,2086,1543,1820,139,492,642,431,733,434,1012,771
NM_001008541,42,0,15,15,83,29,13,0,23,37,0,0,17,14,21
NM_005962,1962,841,836,836,2227,1905,2299,1649,1607,625,1146,1330,2210,1785,2008
NM_005871,2821,305,229,229,2278,1495,1892,1053,879,679,1151,939,1411,1077,2107
NM_004419,1064,269,190,190,722,488,844,391,715,378,325,587,435,230,587
NM_005445,1870,143,233,233,1267,1174,1430,406,692,225,625,593,1191,1109,1788
NM_001134363,13,14,0,0,35,0,16,6,7,10,12,7,12,15,21
NM_001195307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_026932,1410,928,1030,1030,1513,1604,1776,1743,714,961,1122,1067,720,716,1140
NM_001199492,1160,585,0,0,966,885,1801,257,730,344,425,388,259,649,1055
NM_145341,1060,11,21,21,1170,449,9,41,14,21,181,569,121,153,436
NM_014456,6976,1111,1651,1651,5843,4092,6996,3305,3086,2337,3332,3311,5285,3824,6163
NR_039828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NM_001195305,330,0,0,0,313,278,164,282,109,0,158,99,280,235,390
NM_001243783,100,0,59,59,57,97,201,0,0,0,0,0,0,0,0
NM_001195304,111,156,47,47,188,25,147,22,22,134,59,90,22,114,75
NM_001195306,2,0,4,4,0,2,0,0,0,0,0,0,0,0,0
NM_000681,76,32,27,27,19,11,13,8,40,3,31,31,15,9,22
NR_159949,12,23,21,21,0,19,17,0,13,7,15,12,0,0,16
NM_020918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244949,374,0,17,17,279,159,202,52,100,77,91,61,166,204,290
NM_001324336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_031614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NM_001269039,85,0,0,0,0,99,0,0,0,38,0,0,0,100,162
NR_136749,57,0,0,0,0,49,0,0,0,0,100,0,164,26,0
NM_001324337,8,554,452,452,12,110,24,212,84,587,9,1376,35,0,139
NM_007373,4548,0,0,0,3196,2620,3575,1310,1338,0,1697,0,2614,2300,2916
NR_026715,3,9,7,7,3,3,3,2,6,10,2,2,4,12,4
NM_001193434,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
NM_001193435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_182601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_039703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014881,301,39,37,37,140,186,203,35,41,19,79,63,198,162,271
NM_001267056,0,0,0,0,419,510,0,0,0,0,30,0,0,0,41
NM_001320911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_033338,0,0,0,0,4,21,12,0,0,233,0,1,135,4,0
NM_033339,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
NM_001267058,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
NM_033340,4,0,0,0,4,47,8,5,0,0,6,2,0,3,5
NM_001267057,4,46,64,64,0,0,0,0,5,0,0,77,0,0,0
NM_001227,806,0,0,0,392,0,840,306,553,0,282,479,450,313,795
NM_203379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351082,0,0,251,251,0,0,0,0,0,0,159,0,0,0,53
NR_134522,0,0,0,0,0,0,0,0,0,0,114,138,0,6,107
NM_001318203,0,0,283,283,0,0,0,0,0,0,513,2,0,0,0
NM_001365712,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NM_001365713,0,0,35,35,0,93,0,80,88,82,90,91,69,0,0
NR_036177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_203380,386,320,0,0,168,312,400,0,145,432,65,48,120,909,656
NM_016234,3508,584,645,645,3910,2823,4036,2187,2703,1350,2133,3137,2769,1459,4255
NM_001363544,83,47,53,53,67,56,100,53,38,81,58,13,49,21,62
NR_147045,183,532,78,78,82,246,229,58,68,478,278,37,86,67,490
NM_001351084,93,0,0,0,5,44,0,11,16,0,14,0,7,0,5
NM_001351083,31,0,0,0,154,0,0,0,0,0,0,0,0,0,0
NM_001351086,26,0,0,0,0,0,25,0,0,0,0,0,35,0,0
NM_001351085,23,0,0,0,541,0,424,243,0,0,224,0,198,211,180
NM_001303134,22,0,0,0,0,59,156,0,135,0,0,91,70,0,0
NM_022494,1313,0,0,0,688,1122,1028,488,688,0,188,696,877,736,727
NR_134523,298,0,0,0,265,0,215,0,135,0,0,0,156,88,64
NM_001318205,520,409,0,0,0,0,0,0,3,0,65,207,1,4,5
NR_134521,9,38,50,50,12,208,0,159,2,122,3,0,4,5,17
NM_145206,807,42,0,0,1076,1049,1369,692,646,381,95,398,794,665,1063
NM_001365711,142,68,0,0,142,0,174,0,0,0,0,0,0,60,100
NM_001365714,13,0,3,3,3,0,0,0,0,5,0,15,12,0,7
NM_001365710,23,0,43,43,25,12,7,20,4,3,16,3,15,5,9
NR_120684,774,161,96,96,600,416,578,303,166,240,350,232,397,454,583
NM_001146284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
NM_001198528,0,0,0,0,0,0,0,0,0,5,0,0,2,3,2
NM_001198529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
NM_001198530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001363501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
NM_001349871,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0
NM_001349870,0,0,0,0,0,3,8,0,0,0,3,0,0,0,0
NM_001198526,309,0,0,0,0,0,0,0,0,0,378,0,216,0,35
NM_001146286,239,0,0,0,230,365,660,0,0,0,141,0,218,0,139
NM_030756,203,0,0,0,194,0,0,0,0,0,0,0,0,0,0
NM_001146274,197,7,0,0,15,0,0,0,2,16,175,0,18,0,115
NM_001198531,143,0,0,0,70,112,0,0,0,0,89,0,0,0,297
NM_001367943,141,0,0,0,100,0,0,52,0,61,0,0,0,326,0
NM_001198525,127,114,43,43,28,24,11,270,446,227,1,354,0,128,50
NM_001146283,48,0,27,27,143,4,14,0,0,32,62,18,6,0,9
NM_001198527,12,0,0,0,0,0,0,0,4,0,6,4,0,0,0
NM_001146285,46,0,0,0,233,241,0,0,0,0,0,0,0,0,0
NR_132769,5,0,0,0,0,0,0,0,0,2,6,0,0,0,0
NM_000684,10,1,2,2,42,20,12,6,24,3,6,6,29,6,12
NM_198514,1871,96,49,49,1284,639,843,272,312,231,464,414,868,865,1334
NM_001320804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272046,9,6,0,0,3,0,3,0,8,0,0,0,4,0,0
NM_001385363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001365891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001385366,5,0,0,0,33,5,0,8,0,0,8,0,8,0,0
NM_001321829,0,0,0,0,1415,720,975,0,0,0,564,0,51,105,0
NM_018017,2278,0,0,0,0,0,54,0,0,14,0,0,12,0,1359
NR_135815,131,111,119,119,27,0,28,383,361,227,5,517,703,1006,41
NM_153249,10,0,3,3,11,5,3,0,4,5,0,8,4,6,11
NR_031747,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1
NM_001001936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351072,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
NM_001351073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351077,0,0,0,0,20,0,0,0,5,0,61,0,0,0,0
NM_001351078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287824,140,0,2,2,2,7,139,0,103,0,6,114,72,0,168
NM_001351071,79,43,24,24,143,85,0,34,0,34,0,0,12,118,0
NM_001351065,18,0,0,0,0,0,0,0,2,0,0,0,6,0,0
NM_001351070,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_120677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001350930,0,31,0,0,0,0,0,23,0,0,6,0,0,0,0
NM_001350931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_144661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001330142,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0
NM_139169,495,31,21,21,333,139,199,42,127,50,128,187,287,292,341
NM_199131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001112704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001276282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_074088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_207303,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
NR_144378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_002791,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
NM_001165924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_025015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001330164,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
NM_001242699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NM_018330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001258298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NM_001258300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_162126,1,0,0,0,3,0,0,0,0,0,1,0,0,1,1
NM_001127211,1356,96,61,61,587,1043,601,257,576,204,538,457,451,598,1266
NM_001258299,29,0,0,0,5,7,0,0,2,0,2,4,0,0,11
NM_001352441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
NM_001322894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322899,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
NM_001352442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322883,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
NM_001322887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322884,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
NM_001322885,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
NM_001322886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_120628,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
NM_001135051,0,0,7,7,0,0,0,0,0,0,34,0,0,0,0
NM_001322882,8703,1843,1871,1871,11466,5336,9515,2540,3382,4788,6074,4596,5310,6672,1105
NM_001352440,6,0,0,0,0,0,0,0,14,0,0,0,5,0,5
NM_006720,87,0,0,0,124,44,52,0,36,0,0,0,93,8,224
NM_001322893,68,0,0,0,43,23,80,0,0,0,0,0,1,45,3067
NM_001322896,57,0,0,0,26,0,0,0,0,0,0,0,0,46,707
NM_001322890,23,0,0,0,8,0,0,0,0,0,0,0,0,1,238
NM_001322892,14,0,0,0,5,0,0,0,0,0,0,0,0,1,0
NM_002313,5,0,12,12,4,0,0,4,0,9,0,0,4,3,0
NM_001352443,1,0,9,9,1,5,0,14,1,13,44,38,1,1,1822
NM_001322891,1,0,0,0,1,0,1,0,0,0,0,0,0,1,850
NM_001322900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020940,3959,217,222,222,2862,1494,1928,1124,630,513,1268,782,1503,2008,2379
NM_003054,40,47,0,0,65,53,39,0,0,19,44,0,22,16,59
NM_173791,2648,245,231,231,1899,1139,1452,717,508,361,1342,506,1565,994,1630
NM_001134672,739,0,0,0,50,160,520,0,288,0,330,384,335,0,525
NM_022063,118,247,175,175,646,531,240,285,86,191,63,10,197,571,149
NM_001330167,0,38,57,57,0,0,441,212,173,129,255,169,492,7,0
NR_026939,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
NR_026940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014904,1325,0,0,0,739,270,0,0,0,0,0,0,0,587,827
NR_026941,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_153810,6962,1351,758,758,5277,3529,5209,3043,1876,1317,3192,1728,2973,2718,4684
NR_002917,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
NM_199461,10,1,3,3,9,3,6,0,2,0,3,0,0,0,12
NM_003750,11823,888,605,605,9205,6858,6970,2918,4329,2063,3936,3940,5677,5853,9245
NR_130122,0,0,39,39,0,166,179,30,0,0,0,138,99,437,0
NM_001302272,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
NR_126102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_126103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_126105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_126106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_207009,2000,66,178,178,1083,1281,1669,1207,918,0,1064,673,1196,490,1409
NM_001303111,242,290,65,65,661,70,32,55,39,484,154,31,79,71,259
NM_001303112,86,2,0,0,55,0,0,0,8,0,16,0,4,0,10
NM_001303113,30,2,2,2,80,55,0,0,4,0,6,0,9,0,4
NM_213649,240,69,203,203,230,302,235,134,192,229,117,185,291,54,164
NR_110305,127,0,17,17,35,73,69,17,34,31,15,0,56,52,91
NM_006793,2945,569,420,420,1958,2120,2728,1519,1442,687,1193,1326,1943,1407,2042
NM_005308,2859,789,579,579,2095,1335,1945,950,1165,738,1145,838,1048,908,1340
NR_039829,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004281,848,179,105,105,1160,421,736,252,362,404,537,429,401,473,691
NM_002925,0,0,0,0,1,1,7,53,0,1,0,0,0,0,1
NM_001005339,1177,1012,1242,1242,1084,1527,1898,596,1023,537,492,831,1007,883,1013
NR_136661,1206,619,0,0,848,432,761,224,599,224,390,338,742,703,918
NM_003252,724,106,0,0,632,464,360,406,423,178,388,324,183,299,999
NM_001323964,791,5,14,14,475,348,191,84,22,14,130,131,231,113,163
NM_001033925,663,0,1,1,642,414,1012,345,506,175,520,285,880,683,725
NR_136663,304,0,0,0,0,215,477,86,0,198,0,196,160,97,220
NR_136662,196,29,195,195,735,457,0,215,0,6,277,250,0,225,212
NM_001323968,125,2,385,385,83,64,167,79,48,194,19,84,95,142,99
NM_001323969,116,0,7,7,0,60,248,16,0,144,0,68,34,32,46
NM_001323965,102,0,1,1,221,216,0,17,0,0,96,115,0,32,33
NM_001323970,98,0,1,1,0,18,86,85,0,156,0,97,150,42,88
NM_001323967,90,0,11,11,250,198,0,20,0,0,142,108,0,28,24
NR_039830,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
NM_001243195,14,0,0,0,0,2,5,0,0,20,6,0,6,3,4
NM_014937,515,127,94,94,503,389,411,184,255,287,272,264,399,468,542
NM_001243194,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6
NM_024834,1565,860,0,0,1196,1164,729,1483,957,221,749,1467,1697,1555,1691
NM_001256379,14,0,0,0,0,0,0,0,8,0,0,12,0,0,7
NM_001256378,4015,42,819,819,3797,3160,3620,1077,1341,1043,2091,1034,1767,715,1222
NM_000982,850,685,1659,1659,521,2722,1998,307,1182,267,241,451,1173,928,597
NR_037771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007190,2437,396,179,179,2005,1404,1845,656,892,601,953,862,1170,1150,2101
NM_001320654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_023029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022970,0,0,0,0,43,33,8,35,0,22,31,18,43,0,128
NM_000141,0,0,0,0,22,4,0,0,0,0,0,0,0,0,9
NM_001144917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001320658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_073009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033850,35,0,0,0,37,33,105,0,20,6,21,17,16,15,48
NM_018117,3938,275,240,240,2577,1769,2130,1081,1228,619,1231,1387,1848,1950,2937
NM_001288734,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
NM_001288735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_110006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
NM_001167865,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0
NM_001288736,671,72,73,73,53,7,663,200,10,135,2,337,383,251,14
NM_001001976,273,0,16,16,742,216,80,79,12,42,116,0,193,460,418
NM_007041,38,0,0,0,21,292,0,0,271,0,234,0,32,22,498
NR_120495,14,0,4,4,24,5,0,0,0,0,4,0,4,0,10
NM_017615,787,255,193,193,341,595,552,246,346,241,297,319,386,410,536
NM_002775,45,26,18,18,72,73,84,39,36,13,52,18,16,28,72
NM_024942,346,27,46,46,272,207,203,89,121,79,102,131,232,219,241
NM_022034,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
NR_037912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204364,0,11,0,0,0,0,0,32,0,0,15,7,0,0,0
NR_037915,63,3,51,51,94,46,106,41,59,28,54,60,43,50,56
NM_152644,20,19,17,17,93,34,41,0,47,50,54,47,78,70,74
NR_037911,47,0,0,0,7,14,0,0,0,11,0,0,0,0,15
NR_027282,43,0,0,0,37,6,28,6,10,8,15,14,23,11,38
NM_001377231,0,224,0,0,17,689,0,213,429,362,577,467,0,12,7
NM_001377232,0,0,135,135,0,0,0,0,0,0,0,0,0,2,3
NM_001377234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NM_001377242,0,0,0,0,0,38,0,28,3,0,0,0,0,0,80
NM_001377244,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
NM_001377247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_165161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_165162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_165164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_165165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195608,0,0,0,0,6,0,0,0,0,0,0,0,2,0,6
NR_037506,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
NM_021622,1542,0,0,0,956,0,1270,0,0,0,0,0,826,861,397
NM_001001974,157,0,0,0,327,0,0,0,0,0,0,0,124,24,1254
NM_001377241,125,0,0,0,112,0,0,0,0,0,0,0,0,20,0
NM_001330178,125,0,0,0,296,0,0,0,0,0,0,0,0,28,0
NM_001377246,86,0,0,0,0,0,0,115,0,0,0,0,0,0,0
NM_001377245,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001377240,46,0,0,0,73,0,0,0,0,0,0,0,0,0,0
NM_001377230,37,0,0,0,229,0,0,0,0,0,0,0,0,0,0
NM_001377243,11,0,0,0,16,0,0,0,0,0,0,130,5,0,0
NR_165160,3,0,0,0,4,63,0,48,16,0,0,0,3,3,0
NM_001377238,5,0,0,0,3,0,0,0,0,0,0,0,91,0,3
NM_001377248,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
NM_001363531,0,0,0,0,0,0,0,0,13,0,0,0,40,0,6
NM_001372124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001372127,0,0,0,0,221,0,0,376,0,0,0,0,0,357,1
NM_001372128,0,0,0,0,0,0,2,0,0,0,0,85,0,0,0
NM_001372129,0,0,0,0,0,117,0,0,0,138,0,0,0,0,17
NM_001372131,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
NM_153336,77,30,26,26,62,52,63,35,16,15,36,36,2,56,40
NM_001271840,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0
NM_001372123,1786,0,0,0,1100,616,92,0,473,262,613,365,854,366,1559
NM_001372125,272,0,0,0,157,0,2,0,0,0,0,74,0,369,0
NM_001372126,108,0,0,0,11,115,1185,0,0,0,0,0,0,0,0
NM_001372130,22,95,156,156,52,0,2,36,19,0,9,21,12,39,54
NM_001330174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
NM_001609,942,41,65,65,648,392,428,129,206,168,237,218,367,587,589
NM_198148,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0
NM_001007793,950,713,528,528,927,1014,1499,629,1014,607,881,678,957,693,1252
NM_004725,2457,173,170,170,2121,1097,1584,772,494,500,701,1175,1322,1295,2082
NM_001322965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322966,0,440,379,379,14,0,13,0,0,0,0,0,3,2,0
NM_001322968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322969,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0
NM_001322970,0,0,14,14,0,0,1,0,0,0,0,0,0,0,2
NM_001322971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322974,0,0,0,0,16,2,12,0,5,0,7,0,4,13,9
NM_000274,1324,0,0,0,983,1086,1604,739,658,345,634,596,1217,685,1146
NM_001171814,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001322967,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001318331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022126,1272,1432,901,901,1351,1024,760,715,974,773,578,1000,621,611,751
NM_001167880,81,0,0,0,52,130,107,54,79,1,118,65,202,26,94
NM_001318332,6,7,4,4,11,5,11,0,11,10,1,9,5,4,4
NM_015892,20007,508,5331,5331,20594,15666,15830,10859,7623,244,14497,7187,6841,5163,10367
NM_001270764,7589,9389,33,33,7831,835,4333,4749,2531,6196,5143,42,4360,2382,4088
NM_014863,798,0,631,631,841,521,518,432,422,46,407,415,361,198,565
NM_001270765,412,2404,0,0,557,213,325,383,152,498,279,53,277,148,293
NM_032182,1035,141,122,122,948,663,837,503,599,326,439,480,735,643,1039
NR_120631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014661,14659,7788,3950,3950,14912,8628,9650,5884,7001,4200,7974,5056,6461,4249,8864
NR_120630,15,0,0,0,18,10,20,8,5,5,26,14,0,2,17
NM_212554,130,36,0,0,10,0,150,90,57,94,0,101,100,138,139
NM_001304468,103,0,0,0,107,153,12,0,63,0,95,57,36,56,129
NM_001304467,64,39,44,44,155,47,87,7,0,0,20,0,48,0,83
NM_147191,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8
NM_001321013,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0
NM_001321014,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0
NM_017580,1502,226,206,206,1518,924,1091,610,571,291,737,537,965,765,1161
NM_001329,2980,1154,957,957,4295,3751,1581,2685,2250,1427,2852,1852,1953,4,2649
NM_001290214,1479,6,0,0,430,0,22,6,0,0,0,4,9,9,68
NM_001321012,1146,11,10,10,10,0,0,0,0,0,0,0,543,3,553
NM_001290215,608,0,6,6,324,40,2764,0,1,0,0,0,499,2,685
NM_001083914,192,0,8,8,17,295,0,1,15,0,0,20,7,2172,7
NM_022802,46,0,22,22,6,1,3,3,11,6,12,3,0,6,5
NM_001363508,43,0,0,0,21,12,6,0,1,0,5,0,10,5,19
NR_036178,1,0,1,1,0,0,2,0,1,2,0,0,0,0,0
NM_001324037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
NM_001324038,0,0,0,0,0,0,0,66,0,0,35,0,0,26,10
NR_136675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_136678,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
NR_039704,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
NR_136677,5,0,0,0,5,0,0,0,0,0,2,0,17,0,0
NM_000375,746,730,472,472,594,525,770,410,466,390,391,504,453,376,361
NM_001324036,35,0,106,106,124,68,0,0,0,0,0,6,0,0,53
NR_136676,42,22,44,44,75,63,116,46,64,55,86,70,108,47,86
NM_001324039,6,0,9,9,25,7,21,4,6,8,0,0,14,2,35
NR_023362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001318133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_110857,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0
NR_110859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
